,Year,CountryCode,CountryName,TotalRainfall,StationCount,AverageRainfall
2956,1966,UP,Ukraine,128265.89999999997,185,693.329189189189
2957,1940,EN,Estonia,9110.4,22,414.10909090909087
2958,1940,SW,Sweden,42927.7,78,550.3551282051282
2959,1955,AS,Australia,4564039.199999999,5749,793.8840146112366
2960,1955,LO,Slovakia,3114.7000000000007,5,622.9400000000002
2961,1955,MD,Moldova,3526.5000000000014,6,587.7500000000002
2962,1952,GM,Germany,488266.0,572,853.6118881118881
2963,1952,UK,United Kingdom,23555.599999999995,36,654.3222222222221
2964,1950,CD,Chad,6545.3,9,727.2555555555556
2965,1950,UV,Burkina Faso,4881.2,6,813.5333333333333
2966,1902,BE,Belgium,739.9999999999998,1,739.9999999999998
2967,1901,AS,Australia,1527871.3999999992,3338,457.7206111443976
2968,1901,FR,France,7928.700000000001,9,880.9666666666667
2969,1948,KS,"Korea, South",2753.0,2,1376.5
2970,1948,US,United States,7406649.0,10143,730.2227151730257
2971,1895,NO,Norway,33378.9,48,695.3937500000001
2972,1893,FR,France,3058.899999999999,5,611.7799999999999
2973,1893,GM,Germany,40325.1,66,610.9863636363636
2974,1892,RS,Russia,24753.4,56,442.02500000000003
2975,1885,AS,Australia,464500.1000000001,1143,406.38678915135614
2976,1881,US,United States,53890.89999999997,63,855.4111111111107
2977,1879,UP,Ukraine,2.3,1,2.3
2978,1875,NL,Netherlands,3576.8000000000006,6,596.1333333333334
2979,1871,AS,Australia,49234.89999999998,83,593.19156626506
2980,2008,AG,Algeria,19362.700000000004,59,328.1813559322035
2981,2008,DA,Denmark,7277.499999999999,10,727.7499999999999
2982,2008,RI,Serbia,1732.6,3,577.5333333333333
2983,2017,IT,Italy,16095.299999999997,37,435.00810810810805
2984,2019,UP,Ukraine,10377.600000000002,32,324.30000000000007
2985,1989,FR,France,47550.7,93,511.29784946236555
2986,1993,LH,Lithuania,5051.5,7,721.6428571428571
2987,1995,VM,Vietnam,19231.499999999993,14,1373.6785714285709
2988,1995,EG,Egypt,846.8,11,76.98181818181818
2989,1980,LH,Lithuania,17405.100000000002,21,828.8142857142858
2990,1962,AG,Algeria,1242.3000000000002,5,248.46000000000004
2991,1962,DA,Denmark,6429.0,10,642.9
2992,1962,IC,Iceland,6144.4,6,1024.0666666666666
2993,1922,FR,France,16383.5,20,819.175
2994,1951,LQ,Palmyra Atoll [United States],452.1000000000001,1,452.1000000000001
2995,1933,UP,Ukraine,7576.700000000003,14,541.1928571428573
2996,2007,CW,Cook Islands [New Zealand],1388.1999999999994,1,1388.1999999999994
2997,2018,KN,"Korea, North",3778.3999999999996,7,539.7714285714285
2998,2015,MR,Mauritania,975.1,11,88.64545454545454
2999,2000,ML,Mali,2575.0000000000005,15,171.66666666666669
3000,2000,CS,Costa Rica,3538.7999999999993,4,884.6999999999998
3001,1987,AU,Austria,11344.9,10,1134.49
3002,1987,TZ,Tanzania,10063.1,14,718.7928571428572
3003,1987,EG,Egypt,366.0,7,52.285714285714285
3004,1978,EN,Estonia,33430.60000000001,44,759.786363636364
3005,1978,HU,Hungary,5678.5,10,567.85
3006,1978,TI,Tajikistan,25731.7,57,451.43333333333334
3007,1977,GV,Guinea,805.7,11,73.24545454545455
3008,1973,PE,Peru,17495.199999999997,24,728.9666666666666
3009,1970,MP,Mauritius,8225.599999999997,5,1645.1199999999994
3010,2003,PP,Papua New Guinea,14986.2,14,1070.4428571428573
3011,2003,CD,Chad,1958.6000000000001,6,326.43333333333334
3012,2005,SI,Slovenia,25797.100000000002,19,1357.742105263158
3013,2013,UZ,Uzbekistan,1724.6000000000001,17,101.44705882352942
3014,1996,CT,Central African Republic,10275.500000000002,13,790.423076923077
3015,1932,EN,Estonia,9785.099999999999,18,543.6166666666666
3016,1932,TX,Turkmenistan,1676.0,9,186.22222222222223
3017,1981,CI,Chile,7373.4,15,491.56
3018,1957,UK,United Kingdom,24557.699999999997,42,584.7071428571428
3019,1957,WZ,Swaziland,4622.799999999999,5,924.5599999999998
3020,1954,TZ,Tanzania,5726.599999999995,6,954.4333333333325
3021,1921,RQ,Puerto Rico [United States],15602.799999999987,11,1418.4363636363623
3022,2011,RQ,Puerto Rico [United States],108644.6,54,2011.937037037037
3023,1988,MB,Martinique [France],553.0999999999999,1,553.0999999999999
3024,1988,MU,Oman,393.59999999999997,10,39.36
3025,1969,ET,Ethiopia,17274.399999999998,15,1151.6266666666666
3026,1969,MY,Malaysia,1398.0,5,279.6
3027,1909,RQ,Puerto Rico [United States],24107.099999999995,14,1721.9357142857139
3028,1907,PK,Pakistan,3109.2999999999997,5,621.8599999999999
3029,1926,SW,Sweden,34477.40000000001,64,538.7093750000001
3030,1925,EG,Egypt,474.0,8,59.25
3031,1947,CU,Cuba,547.1000000000003,1,547.1000000000003
3032,1947,MI,Malawi,7668.599999999997,7,1095.5142857142853
3033,2022,PO,Portugal,6507.9,16,406.74375
3034,2020,GH,Ghana,10149.6,18,563.8666666666667
3035,1992,KR,Kiribati,1565.9999999999993,1,1565.9999999999993
3036,1994,MR,Mauritania,3328.6,12,277.3833333333333
3037,1975,TX,Turkmenistan,6041.6,50,120.83200000000001
3038,1975,VQ,Virgin Islands [United States],25032.199999999993,27,927.1185185185183
3039,1976,MK,Macedonia,1406.9000000000003,3,468.96666666666675
3040,1976,BL,Bolivia,3298.5,26,126.86538461538461
3041,1976,JU,Juan De Nova Island [France],63.7,1,63.7
3042,1967,CD,Chad,6870.299999999998,10,687.0299999999999
3043,1966,EC,Ecuador,10113.69999999999,4,2528.4249999999975
3044,1923,KG,Kyrgyzstan,753.7,2,376.85
3045,1948,UV,Burkina Faso,5170.700000000001,6,861.7833333333334
3046,1892,NL,Netherlands,8976.6,14,641.1857142857143
3047,1944,IS,Israel,2984.9000000000005,4,746.2250000000001
3048,1884,IT,Italy,6006.8,8,750.85
3049,1989,CT,Central African Republic,349.8,12,29.150000000000002
3050,1993,WQ,Wake Island [United States],569.5999999999997,1,569.5999999999997
3051,1980,MQ,Midway Islands [United States},1710.1999999999991,2,855.0999999999996
3052,1979,CS,Costa Rica,19443.300000000003,6,3240.5500000000006
3053,1971,IS,Israel,3284.2000000000007,6,547.3666666666668
3054,1962,RP,Philippines,31231.7,13,2402.4384615384615
3055,1968,ZA,Zambia,18294.899999999994,18,1016.383333333333
3056,1951,CK,Cocos (Keeling) Islands [Australia],25.1,1,25.1
3057,2010,MO,Morocco,5177.799999999999,11,470.70909090909083
3058,2012,SG,Senegal,10552.599999999999,12,879.3833333333332
3059,1987,KR,Kiribati,2355.8999999999996,1,2355.8999999999996
3060,1978,CO,Colombia,33096.4,24,1379.0166666666667
3061,1970,HU,Hungary,3293.2999999999993,5,658.6599999999999
3062,2021,HR,Croatia,14365.4,14,1026.1
3063,2021,MY,Malaysia,41890.20000000002,16,2618.137500000001
3064,2002,IR,Iran,6006.5,33,182.0151515151515
3065,2020,EZ,Czech Republic,9212.599999999993,11,837.5090909090903
3066,1994,PO,Portugal,19123.0,21,910.6190476190476
3067,2013,EG,Egypt,262.0,6,43.666666666666664
3068,2016,LA,Laos,9090.899999999996,7,1298.6999999999994
3069,2014,ES,El Salvador,1560.9999999999995,2,780.4999999999998
3070,1999,HO,Honduras,4634.899999999998,4,1158.7249999999995
3071,1976,BO,Belarus,25740.900000000005,51,504.7235294117648
3072,1920,KZ,Kazakhstan,2228.8999999999996,10,222.88999999999996
3073,1919,EG,Egypt,153.0,5,30.6
3074,1955,MI,Malawi,11244.999999999995,13,864.9999999999995
3075,1978,VQ,Virgin Islands [United States],27094.49999999998,27,1003.4999999999993
3076,1997,SY,Syria,1667.2,7,238.17142857142858
3077,1964,CO,Colombia,7369.099999999999,8,921.1374999999999
3078,1955,LH,Lithuania,3092.0,6,515.3333333333334
3079,1950,BO,Belarus,6994.900000000001,12,582.9083333333334
3080,1950,EN,Estonia,14949.599999999999,26,574.9846153846154
3081,1901,KZ,Kazakhstan,3862.199999999999,11,351.1090909090908
3082,1898,RO,Romania,1017.9000000000002,2,508.9500000000001
3083,1988,WZ,Swaziland,5347.200000000001,6,891.2000000000002
3084,1895,LG,Latvia,578.4999999999999,2,289.24999999999994
3085,1981,PL,Poland,6056.799999999998,10,605.6799999999998
3086,1941,EI,Ireland,4383.400000000001,5,876.6800000000001
3087,1969,LE,Lebanon,2876.0,4,719.0
3088,1938,JN,Jan Mayen [Norway],852.5999999999998,1,852.5999999999998
3089,1954,RQ,Puerto Rico [United States],57736.699999999975,33,1749.596969696969
3090,1927,MO,Morocco,729.0999999999999,2,364.54999999999995
3091,1947,TH,Thailand,5210.4,4,1302.6
3092,2019,EK,Equatorial Guinea,81.0,2,40.5
3093,1984,PL,Poland,1493.4999999999998,10,149.34999999999997
3094,1962,GP,Guadeloupe [France],1954.8,2,977.4
3095,1956,IC,Iceland,6894.900000000001,7,984.9857142857144
3096,2006,RO,Romania,13877.599999999999,23,603.3739130434782
3097,2006,AF,Afghanistan,57.2,1,57.2
3098,2009,GQ,Guam [United States],12177.6,7,1739.6571428571428
3099,2007,AF,Afghanistan,166.20000000000002,1,166.20000000000002
3100,2018,CU,Cuba,249.10000000000008,1,249.10000000000008
3101,1919,IT,Italy,4945.200000000001,7,706.4571428571429
3102,2010,KZ,Kazakhstan,1.3,2,0.65
3103,2011,MO,Morocco,3535.9000000000005,11,321.4454545454546
3104,1987,JU,Juan De Nova Island [France],666.8000000000002,1,666.8000000000002
3105,1987,KN,"Korea, North",4790.4,7,684.342857142857
3106,1903,MX,Mexico,3404.2999999999993,9,378.2555555555555
3107,1964,FM,Federated States of Micronesia,28326.8,9,3147.422222222222
3108,1919,MO,Morocco,583.1,2,291.55
3109,1947,AU,Austria,4567.000000000001,6,761.1666666666669
3110,1947,UG,Uganda,6170.199999999995,5,1234.039999999999
3111,2021,AM,Armenia,9672.599999999999,10,967.2599999999999
3112,1983,MD,Moldova,6058.5,15,403.9
3113,1983,MT,Malta,446.1,1,446.1
3114,1983,RM,Marshall Islands,4220.399999999997,2,2110.1999999999985
3115,1983,TO,Togo,4499.4,7,642.7714285714285
3116,1887,AG,Algeria,5317.2,11,483.3818181818182
3117,1886,EN,Estonia,1295.2000000000003,5,259.0400000000001
3118,2023,AY,Antarctica,6080.6,20,304.03000000000003
3119,1995,QA,Qatar,169.9,1,169.9
3120,1980,WF,Wallis and Futuna [France],76.3,2,38.15
3121,1915,EI,Ireland,2286.1000000000004,3,762.0333333333334
3122,1912,BO,Belarus,3736.1000000000004,5,747.22
3123,1911,IS,Israel,878.2,1,878.2
3124,2013,DA,Denmark,6497.899999999999,9,721.9888888888887
3125,2020,DA,Denmark,6903.399999999996,9,767.044444444444
3126,2020,VM,Vietnam,25376.9,14,1812.6357142857144
3127,1996,TE,Tromelin Island [France],1126.2000000000003,1,1126.2000000000003
3128,1996,GB,Gabon,3844.3999999999996,13,295.7230769230769
3129,1985,SG,Senegal,4991.099999999999,11,453.7363636363636
3130,1972,EI,Ireland,5550.9000000000015,6,925.1500000000002
3131,1952,MD,Moldova,3234.0,6,539.0
3132,1954,CY,Cyprus,2934.3000000000006,4,733.5750000000002
3133,1930,LY,Libya,1628.8999999999996,8,203.61249999999995
3134,1987,EC,Ecuador,9376.599999999999,4,2344.1499999999996
3135,1963,EI,Ireland,5753.1,6,958.85
3136,2017,GV,Guinea,3649.2999999999997,2,1824.6499999999999
3137,2019,SZ,Switzerland,12666.299999999997,9,1407.3666666666663
3138,1971,LU,Luxembourg,7059.100000000002,11,641.7363636363639
3139,1968,HU,Hungary,2570.5,5,514.1
3140,2007,EI,Ireland,11800.400000000003,13,907.7230769230772
3141,2011,EI,Ireland,9402.999999999996,9,1044.7777777777774
3142,2012,AM,Armenia,29.799999999999997,1,29.799999999999997
3143,2018,AY,Antarctica,6010.0,19,316.3157894736842
3144,1992,NZ,New Zealand,8362.400000000001,9,929.1555555555557
3145,1924,VQ,Virgin Islands [United States],1270.299999999999,1,1270.299999999999
3146,1895,KZ,Kazakhstan,1699.7999999999995,7,242.82857142857137
3147,2014,EI,Ireland,13231.299999999988,11,1202.8454545454535
3148,2014,TE,Tromelin Island [France],538.4000000000001,1,538.4000000000001
3149,1948,MK,Macedonia,0.0,1,0.0
3150,1872,SF,South Africa,2566.899999999999,3,855.6333333333331
3151,1996,QA,Qatar,135.9,1,135.9
3152,1973,CV,Cape Verde,283.90000000000003,3,94.63333333333334
3153,1973,SE,Seychelles,1811.0,1,1811.0
3154,2024,BP,Solomon Islands,4700.299999999999,3,1566.7666666666664
3155,1936,TX,Turkmenistan,2740.9999999999995,23,119.17391304347824
3156,2008,FS,French Southern and Antarctic Lands [France],2881.1,3,960.3666666666667
3157,1984,LO,Slovakia,3938.100000000001,6,656.3500000000001
3158,1984,NZ,New Zealand,4325.5999999999985,6,720.933333333333
3159,1971,GR,Greece,5696.5,9,632.9444444444445
3160,2009,EI,Ireland,14927.599999999995,12,1243.9666666666662
3161,1992,GP,Guadeloupe [France],2418.4,2,1209.2
3162,1967,EI,Ireland,6312.6,6,1052.1000000000001
3163,1893,TX,Turkmenistan,212.79999999999998,2,106.39999999999999
3164,1890,BE,Belgium,810.1999999999997,1,810.1999999999997
3165,2005,CJ,Cayman Islands [United Kingdom],1494.2999999999997,1,1494.2999999999997
3166,1988,RW,Rwanda,926.8999999999997,1,926.8999999999997
3167,1981,NN,Sint Maarten,1560.7000000000003,1,1560.7000000000003
3168,1972,MQ,Midway Islands [United States},1996.9999999999968,2,998.4999999999984
3169,1965,ER,Eritrea,441.9000000000001,2,220.95000000000005
3170,1930,EG,Egypt,613.0,8,76.625
3171,1920,EG,Egypt,484.0,7,69.14285714285714
3172,2008,SL,Sierra Leone,16.0,1,16.0
3173,1995,WA,Namibia,1004.5,9,111.61111111111111
3174,1979,AO,Angola,0.0,3,0.0
3175,2011,PL,Poland,5846.399999999998,10,584.6399999999998
3176,1891,EI,Ireland,2336.299999999999,3,778.7666666666663
3177,2007,AU,Austria,10406.099999999997,10,1040.6099999999997
3178,2003,KT,Christmas Island [Australia],84.09999999999998,1,84.09999999999998
3179,1945,PS,Palau,3045.200000000001,1,3045.200000000001
3180,1909,TI,Tajikistan,218.70000000000005,2,109.35000000000002
3181,2018,SY,Syria,880.3999999999999,4,220.09999999999997
3182,1987,AQ,American Samoa [United States],8307.699999999999,3,2769.233333333333
3183,1987,ES,El Salvador,2781.8999999999987,3,927.2999999999996
3184,1919,TX,Turkmenistan,81.4,2,40.7
3185,1953,NC,New Caledonia [France],4395.0,1,4395.0
3186,1953,ZI,Zimbabwe,7194.099999999997,7,1027.728571428571
3187,2023,AQ,American Samoa [United States],14496.900000000012,4,3624.225000000003
3188,1960,MQ,Midway Islands [United States},2650.5999999999967,2,1325.2999999999984
3189,1913,KG,Kyrgyzstan,657.3,2,328.65
3190,1912,SP,Spain,873.9000000000001,2,436.95000000000005
3191,1981,MK,Macedonia,1200.0000000000005,3,400.00000000000017
3192,1987,SN,Singapore,1457.3999999999999,1,1457.3999999999999
3193,1963,CO,Colombia,6222.999999999999,5,1244.6
3194,2015,CE,Sri Lanka,11679.699999999997,6,1946.616666666666
3195,1953,TO,Togo,5370.3,4,1342.575
3196,2024,AJ,Azerbaijan,13542.099999999997,6,2257.016666666666
3197,2009,PU,Guinea-Bissau,147.0,1,147.0
3198,2021,MT,Malta,334.6,1,334.6
3199,2021,CU,Cuba,211.20000000000007,1,211.20000000000007
3200,1992,PS,Palau,11371.800000000003,4,2842.9500000000007
3201,1994,BB,Barbados,1130.4999999999993,1,1130.4999999999993
3202,1923,PK,Pakistan,4860.4,6,810.0666666666666
3203,1952,ET,Ethiopia,5458.6,8,682.325
3204,1899,MI,Malawi,0.0,1,0.0
3205,1962,FJ,Fiji,1654.9999999999986,1,1654.9999999999986
3206,1960,AU,Austria,7591.199999999999,8,948.8999999999999
3207,1934,HU,Hungary,2592.8,5,518.5600000000001
3208,1945,MD,Moldova,1172.7000000000003,5,234.54000000000005
3209,2007,KS,"Korea, South",16826.699999999993,11,1529.6999999999994
3210,2009,BF,"Bahamas, The",1246.0999999999985,1,1246.0999999999985
3211,2014,IS,Israel,2328.9,7,332.7
3212,1990,CV,Cape Verde,49.800000000000004,3,16.6
3213,2015,BD,Bermuda [United Kingdom],1420.0999999999976,1,1420.0999999999976
3214,1947,LG,Latvia,3164.8,7,452.11428571428576
3215,1955,GL,Greenland [Denmark],4458.700000000001,7,636.9571428571429
3216,1896,AJ,Azerbaijan,471.49999999999994,2,235.74999999999997
3217,1979,PL,Poland,4532.5,10,453.25
3218,1922,LE,Lebanon,648.8999999999999,1,648.8999999999999
3219,1916,PK,Pakistan,5436.8,6,906.1333333333333
3220,1849,UK,United Kingdom,1404.9999999999995,2,702.4999999999998
3221,1964,TO,Togo,5239.3,5,1047.8600000000001
3222,1988,BE,Belgium,1004.6000000000006,1,1004.6000000000006
3223,1961,JQ,Johnston Atoll [United States],758.2999999999996,1,758.2999999999996
3224,1928,HR,Croatia,3496.2,4,874.05
3225,2009,BN,Benin,5819.699999999999,6,969.9499999999998
3226,2021,LE,Lebanon,745.8000000000002,2,372.9000000000001
3227,1943,UV,Burkina Faso,2061.2000000000007,2,1030.6000000000004
3228,2003,CW,Cook Islands [New Zealand],1404.3,1,1404.3
3229,2004,KR,Kiribati,941.0999999999998,1,941.0999999999998
3230,1981,AE,United Arab Emirates,0.0,1,0.0
3231,1957,PA,Paraguay,1845.6999999999994,1,1845.6999999999994
3232,1949,HO,Honduras,1250.0999999999988,1,1250.0999999999988
3233,1952,PA,Paraguay,1519.7000000000005,1,1519.7000000000005
3234,1891,UK,United Kingdom,2954.099999999999,4,738.5249999999997
3235,2004,CM,Cameroon,3547.1000000000004,3,1182.3666666666668
3236,1916,RO,Romania,594.7000000000002,1,594.7000000000002
3237,1990,LA,Laos,6.1,1,6.1
3238,1957,NC,New Caledonia [France],5806.0,1,5806.0
3239,1937,LG,Latvia,1693.4000000000005,3,564.4666666666668
3240,1909,RO,Romania,1196.2,2,598.1
3241,2009,PS,Palau,9137.700000000004,2,4568.850000000002
3242,1966,CQ,Northern Mariana Islands [United States],974.0000000000001,2,487.00000000000006
3243,1948,TU,Turkey,4790.0,5,958.0
3244,1996,NF,Norfolk Island [Australia],1302.1999999999996,1,1302.1999999999996
3245,1984,GV,Guinea,183.39999999999998,3,61.133333333333326
3246,1980,WZ,Swaziland,5266.1,6,877.6833333333334
3247,1957,LA,Laos,2.0,1,2.0
3248,1954,BC,Botswana,7013.3,13,539.4846153846154
3249,1918,EI,Ireland,2375.8000000000006,3,791.9333333333335
3250,1829,IT,Italy,1245.1,2,622.55
3251,1950,JN,Jan Mayen [Norway],682.2000000000005,1,682.2000000000005
3252,1944,LY,Libya,1335.6,4,333.9
3253,2019,TO,Togo,6593.5,7,941.9285714285714
3254,1995,BX,Brunei,2663.6000000000004,1,2663.6000000000004
3255,1973,DR,Dominican Republic,958.8,2,479.4
3256,1964,BY,Burundi,795.6000000000004,1,795.6000000000004
3257,1951,LT,Lesotho,2209.1000000000004,3,736.3666666666668
3258,2024,SI,Slovenia,2019.3999999999996,2,1009.6999999999998
3259,1954,PL,Poland,1288.0000000000005,4,322.0000000000001
3260,1893,AM,Armenia,690.4000000000002,2,345.2000000000001
3261,1986,SB,Saint Pierre and Miquelon [France],178.0,1,178.0
3262,2019,IS,Israel,10.4,5,2.08
3263,2002,JU,Juan De Nova Island [France],176.8,1,176.8
3264,1992,CJ,Cayman Islands [United Kingdom],69.39999999999996,1,69.39999999999996
3265,1900,HR,Croatia,3054.000000000001,3,1018.0000000000003
3266,1869,EZ,Czech Republic,411.60000000000025,1,411.60000000000025
3267,2003,AJ,Azerbaijan,1700.2999999999993,3,566.7666666666664
3268,2012,MT,Malta,517.6000000000006,1,517.6000000000006
3269,1994,BU,Bulgaria,1534.4,4,383.6
3270,1955,VQ,Virgin Islands [United States],1960.1999999999985,2,980.0999999999992
3271,1877,AU,Austria,1199.7000000000007,1,1199.7000000000007
3272,1990,SH,Saint Helena [United Kingdom],2598.0,1,2598.0
3273,2006,ES,El Salvador,458.90000000000003,1,458.90000000000003
3274,1870,EN,Estonia,978.6999999999998,2,489.3499999999999
3275,2008,PU,Guinea-Bissau,47.2,1,47.2
3276,2018,IZ,Iraq,178.00000000000003,1,178.00000000000003
3277,1971,MT,Malta,143.89999999999998,1,143.89999999999998
3278,1839,GM,Germany,1262.0000000000014,2,631.0000000000007
3279,1905,TI,Tajikistan,219.0,2,109.5
3280,1998,NU,Nicaragua,567.3999999999999,1,567.3999999999999
3281,1999,NU,Nicaragua,505.7,2,252.85
3282,1926,CY,Cyprus,2840.2000000000003,4,710.0500000000001
3283,1999,WF,Wallis and Futuna [France],431.79999999999995,2,215.89999999999998
3284,1999,TV,Tuvalu,180.39999999999998,2,90.19999999999999
3285,1929,LE,Lebanon,1380.1999999999996,2,690.0999999999998
3286,1973,WF,Wallis and Futuna [France],0.0,1,0.0
3287,2020,LG,Latvia,532.9000000000001,1,532.9000000000001
3288,1948,BK,Bosnia and Herzegovina,806.0000000000002,1,806.0000000000002
3289,2002,ES,El Salvador,434.9000000000001,2,217.45000000000005
3290,2023,BD,Bermuda [United Kingdom],1996.199999999999,1,1996.199999999999
3291,1984,MQ,Midway Islands [United States},2480.899999999997,2,1240.4499999999985
3292,1859,CA,Canada,1017.5000000000001,1,1017.5000000000001
3293,1926,BE,Belgium,872.1000000000001,1,872.1000000000001
3294,1991,RE,Reunion [France],1479.5999999999995,1,1479.5999999999995
3295,2019,FK,Falkland Islands (Islas Malvinas) [United Kingdom],564.1000000000009,1,564.1000000000009
3296,1937,JN,Jan Mayen [Norway],619.2,1,619.2
3297,1989,LA,Laos,35.1,1,35.1
3298,2002,SN,Singapore,1630.3999999999983,1,1630.3999999999983
3299,1912,BC,Botswana,681.6,2,340.8
3300,1867,NL,Netherlands,3276.800000000002,4,819.2000000000005
3301,2016,CB,Cambodia,20.1,1,20.1
3302,2018,CW,Cook Islands [New Zealand],1008.9999999999997,1,1008.9999999999997
3303,1975,SV,Svalbard [Norway],644.8999999999999,2,322.44999999999993
3304,2006,SB,Saint Pierre and Miquelon [France],10.2,1,10.2
3305,1952,MQ,Midway Islands [United States},1058.5999999999985,1,1058.5999999999985
3306,1898,LT,Lesotho,268.00000000000006,1,268.00000000000006
3307,1934,SG,Senegal,220.29999999999995,1,220.29999999999995
3308,1910,GG,Georgia,1859.7000000000005,2,929.8500000000003
3309,1947,FM,Federated States of Micronesia,1644.8999999999996,1,1644.8999999999996
3310,1987,NF,Norfolk Island [Australia],881.7,1,881.7
3311,1933,SG,Senegal,933.4000000000001,2,466.70000000000005
3312,1864,NL,Netherlands,1018.4999999999995,2,509.2499999999998
3313,1981,GA,"Gambia, The",83.9,1,83.9
3314,1898,AU,Austria,771.3000000000001,1,771.3000000000001
3315,1804,EZ,Czech Republic,399.00000000000034,1,399.00000000000034
3316,1982,MV,Maldives,1157.3000000000002,1,1157.3000000000002
3317,1943,BE,Belgium,751.8000000000005,1,751.8000000000005
3318,1994,RW,Rwanda,670.6999999999999,1,670.6999999999999
3319,1952,WQ,Wake Island [United States],1153.9999999999989,1,1153.9999999999989
3320,1949,BE,Belgium,522.3,1,522.3
3321,1847,US,United States,955.5999999999998,1,955.5999999999998
3322,1912,RO,Romania,705.7000000000003,1,705.7000000000003
3323,1925,LE,Lebanon,366.19999999999993,1,366.19999999999993
3324,1989,BD,Bermuda [United Kingdom],1302.5999999999988,1,1302.5999999999988
3325,1814,IT,Italy,645.5999999999999,1,645.5999999999999
3326,2022,SN,Singapore,2097.8999999999974,1,2097.8999999999974
3327,1952,BE,Belgium,922.1000000000004,1,922.1000000000004
3328,2003,BX,Brunei,2860.2999999999993,1,2860.2999999999993
3329,1905,EZ,Czech Republic,412.50000000000017,1,412.50000000000017
3330,1960,ML,Mali,0.0,1,0.0
3331,2010,SW,Sweden,499749.19999999995,756,661.0439153439153
3332,2007,ID,Indonesia,4448.1,64,69.5015625
3333,2003,FI,Finland,220293.1,399,552.1130325814537
3334,2013,TH,Thailand,81644.39999999998,45,1814.3199999999995
3335,2013,SF,South Africa,21186.899999999994,54,392.3499999999999
3336,2016,SA,Saudi Arabia,1313.3,24,54.72083333333333
3337,2014,SP,Spain,120073.30000000002,176,682.2346590909092
3338,2014,LY,Libya,745.3,13,57.33076923076923
3339,2014,KZ,Kazakhstan,303.4,21,14.447619047619046
3340,1999,BC,Botswana,920.5,5,184.1
3341,1999,PL,Poland,5565.400000000002,10,556.5400000000002
3342,1990,IC,Iceland,7984.5,7,1140.642857142857
3343,1990,KZ,Kazakhstan,78973.59999999999,296,266.8027027027027
3344,1990,MD,Moldova,5674.1,15,378.27333333333337
3345,1990,TU,Turkey,14763.5,29,509.08620689655174
3346,1990,ML,Mali,8321.6,16,520.1
3347,1988,ET,Ethiopia,12510.600000000004,13,962.3538461538465
3348,1986,EN,Estonia,29805.199999999997,44,677.3909090909091
3349,1986,AY,Antarctica,4501.300000000002,20,225.0650000000001
3350,1982,JA,Japan,280132.5,162,1729.212962962963
3351,1981,AR,Argentina,54618.0,90,606.8666666666667
3352,1981,RQ,Puerto Rico [United States],161872.59999999995,88,1839.461363636363
3353,1981,TH,Thailand,68862.70000000001,46,1497.0152173913045
3354,1961,UP,Ukraine,78637.70000000001,187,420.52245989304816
3355,1972,AS,Australia,4654507.199999999,7994,582.2500875656741
3356,1972,RQ,Puerto Rico [United States],131102.29999999993,95,1380.024210526315
3357,1969,CH,China,147004.59999999998,201,731.3661691542287
3358,1959,FR,France,47580.0,62,767.4193548387096
3359,1958,TZ,Tanzania,7182.5999999999985,8,897.8249999999998
3360,1957,PO,Portugal,9552.7,11,868.4272727272728
3361,1938,EN,Estonia,11054.700000000003,22,502.48636363636376
3362,1954,HU,Hungary,3937.5,8,492.1875
3363,1903,AS,Australia,1972571.7,3522,560.071465076661
3364,1903,AG,Algeria,4600.0,13,353.84615384615387
3365,1935,NO,Norway,108412.80000000002,98,1106.25306122449
3366,1935,TI,Tajikistan,1711.9999999999995,7,244.5714285714285
3367,1929,SF,South Africa,590956.5,944,626.0132415254237
3368,1925,IT,Italy,4947.5,7,706.7857142857143
3369,1925,KG,Kyrgyzstan,450.0,3,150.0
3370,1925,RO,Romania,3366.9000000000005,5,673.3800000000001
3371,1947,MR,Mauritania,1361.0,9,151.22222222222223
3372,1947,RS,Russia,302145.20000000007,710,425.55661971830995
3373,2008,SP,Spain,115151.60000000002,168,685.4261904761906
3374,2008,SA,Saudi Arabia,808.4000000000002,22,36.74545454545456
3375,2008,VE,Venezuela,15504.6,25,620.184
3376,2004,IT,Italy,35981.9,51,705.5274509803921
3377,2004,RQ,Puerto Rico [United States],93707.4,57,1643.9894736842105
3378,2023,VQ,Virgin Islands [United States],22195.699999999993,36,616.547222222222
3379,2017,SA,Saudi Arabia,766.3,24,31.929166666666664
3380,2017,MU,Oman,2219.1999999999994,27,82.19259259259258
3381,2019,AM,Armenia,12888.200000000004,10,1288.8200000000004
3382,2019,CA,Canada,1123182.2999999998,1742,644.7659586681974
3383,2019,HR,Croatia,17153.6,14,1225.2571428571428
3384,2001,SW,Sweden,529489.6000000001,756,700.3830687830689
3385,1989,NO,Norway,463906.7,329,1410.0507598784195
3386,1989,SG,Senegal,7635.9,12,636.3249999999999
3387,1993,US,United States,7676412.099999997,8616,890.9484795728873
3388,1995,CH,China,157867.8,214,737.6999999999999
3389,1984,AR,Argentina,60721.9,88,690.021590909091
3390,1980,PL,Poland,5569.7,10,556.97
3391,1980,RQ,Puerto Rico [United States],112568.79999999997,87,1293.894252873563
3392,1979,FI,Finland,364695.00000000006,602,605.8056478405316
3393,1979,UK,United Kingdom,103688.90000000002,107,969.0551401869161
3394,1960,CF,Congo (Brazzaville),19761.8,12,1646.8166666666666
